,target,f1_x,f2_x,f3_x,f4_x,f5_x,f6_x,f7_x,f8_x,f9_x,f1_y,f2_y,f3_y,f4_y,f5_y,f6_y,f7_y,f8_y,f9_y
692,1,0,2,1,0,2,2,0,2,2,2,1,1,2,2,2,1,4,2
693,0,2,0,1,0,2,3,0,3,2,1,0,1,3,2,3,0,0,2
694,0,2,1,1,3,1,2,0,1,2,1,0,1,3,2,3,0,0,2
695,0,1,0,1,1,2,2,0,1,2,1,0,1,3,2,3,0,0,2
696,0,2,0,1,0,2,3,0,3,2,1,2,1,1,2,1,3,3,2
697,0,3,0,1,0,2,1,0,4,2,1,2,1,1,2,1,3,3,2
698,0,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,3,3,2
699,0,0,0,1,1,2,2,1,1,2,1,2,1,1,2,1,3,3,2
700,0,2,0,1,0,2,3,0,3,2,3,4,1,0,2,3,1,1,2
701,0,3,2,1,3,2,2,0,2,2,3,4,1,0,2,3,1,1,2
702,1,1,1,1,3,2,2,0,1,1,3,4,1,0,2,3,1,1,2
703,0,3,2,1,0,2,2,0,4,2,3,4,1,0,2,3,1,1,2
704,0,2,4,1,3,2,2,1,2,2,3,4,1,0,2,3,1,1,2
705,0,2,1,1,0,0,2,0,0,2,3,4,1,0,2,3,1,1,2
706,0,3,1,1,2,2,3,0,0,2,3,4,1,0,2,3,1,1,2
707,0,3,1,1,3,2,1,0,4,2,3,4,1,0,2,3,1,1,2
708,0,3,1,1,0,2,1,1,4,2,3,4,1,0,2,3,1,1,2
709,0,0,1,1,3,2,3,0,0,2,3,4,1,0,2,3,1,1,2
710,0,2,2,1,1,2,2,1,4,2,3,4,1,0,2,3,1,1,2
711,0,2,2,1,2,2,2,0,1,2,3,4,1,0,2,3,1,1,2
712,0,2,0,1,0,2,3,0,3,2,2,1,0,2,2,2,1,0,2
713,0,1,2,1,0,0,2,0,0,2,2,1,0,2,2,2,1,0,2
714,0,3,2,1,0,2,2,0,1,2,2,1,0,2,2,2,1,0,2
715,0,2,0,1,0,2,3,0,3,2,1,1,1,2,2,1,2,1,1
716,0,2,1,1,0,0,2,2,2,1,1,1,1,2,2,1,2,1,1
717,0,1,1,1,1,1,2,0,3,2,1,1,1,2,2,1,2,1,1
718,1,2,3,0,0,2,2,0,3,2,1,1,1,2,2,1,2,1,1
719,1,1,2,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,1
720,0,1,1,1,0,1,2,0,2,2,1,1,1,2,2,1,2,1,1
721,0,1,1,1,1,2,2,2,1,2,2,2,0,1,2,2,0,1,2
722,0,3,1,1,1,2,2,2,1,1,2,2,0,1,2,2,0,1,2
723,0,3,0,1,0,2,2,0,3,2,2,2,0,1,2,2,0,1,2
724,0,2,4,1,0,2,2,0,4,2,2,2,0,1,2,2,0,1,2
725,0,1,2,1,3,2,2,0,1,2,2,2,0,1,2,2,0,1,2
726,0,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,3,0,2
727,0,1,4,1,1,2,2,0,1,2,2,1,1,1,2,1,3,0,2
728,0,1,1,1,3,2,1,0,4,2,2,1,1,1,2,1,3,0,2
729,0,1,4,1,3,2,2,0,1,2,2,1,1,1,2,1,3,0,2
730,0,1,1,1,1,2,2,2,1,2,0,1,1,1,2,2,1,0,1
731,0,2,4,1,0,2,3,0,1,2,0,1,1,1,2,2,1,0,1
732,0,1,1,1,1,2,2,2,1,2,0,2,1,0,2,2,1,2,1
733,1,0,1,1,3,2,2,2,1,1,0,2,1,0,2,2,1,2,1
734,0,1,1,1,1,2,2,2,1,2,3,4,1,0,0,2,0,4,2
735,1,3,4,1,0,2,2,0,4,2,3,4,1,0,0,2,0,4,2
736,0,0,1,1,0,2,1,0,2,1,3,4,1,0,0,2,0,4,2
737,0,2,1,0,0,2,2,1,2,2,3,4,1,0,0,2,0,4,2
738,0,1,1,1,2,2,3,0,0,2,3,4,1,0,0,2,0,4,2
739,0,2,1,1,3,2,2,1,1,1,3,4,1,0,0,2,0,4,2
740,0,2,0,1,0,2,3,0,0,2,3,4,1,0,0,2,0,4,2
741,0,1,1,1,1,2,2,2,1,2,2,4,1,1,2,1,0,4,2
742,0,3,1,1,3,2,3,0,3,2,2,4,1,1,2,1,0,4,2
743,0,2,4,1,3,2,2,1,1,2,2,4,1,1,2,1,0,4,2
744,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1
745,0,1,1,1,3,2,2,1,0,2,1,1,1,1,2,2,1,1,1
746,0,2,1,1,0,2,2,1,1,2,1,1,1,1,2,2,1,1,1
747,1,2,0,1,0,0,2,0,2,2,1,1,1,1,2,2,1,1,1
748,0,3,1,1,1,2,2,0,3,2,2,2,1,3,2,3,0,3,2
749,0,2,4,1,3,2,2,1,2,2,2,2,1,3,2,3,0,3,2
750,1,3,1,1,1,2,2,0,3,2,2,1,1,1,2,2,1,0,2
751,0,3,1,1,1,2,2,0,3,2,1,1,1,3,2,2,1,4,2
752,0,1,1,1,0,2,2,0,3,2,1,1,1,3,2,2,1,4,2
753,1,2,1,1,0,2,3,0,3,2,1,1,1,3,2,2,1,4,2
754,1,1,4,1,3,2,2,0,2,2,1,1,1,3,2,2,1,4,2
755,1,2,1,0,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2
756,0,0,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2
757,0,2,1,1,1,2,1,0,0,1,2,1,1,2,1,2,1,1,2
758,1,3,1,1,3,2,3,0,2,2,2,1,1,2,1,2,1,1,2
759,0,3,1,1,3,2,3,1,4,2,2,1,1,2,1,2,1,1,2
760,0,2,1,0,2,2,1,1,1,2,3,1,1,2,2,1,2,0,1
761,0,0,4,1,1,2,2,0,4,2,2,1,1,2,0,2,2,0,1
762,0,2,1,1,0,0,2,1,1,1,2,1,1,2,0,2,2,0,1
763,1,0,1,1,1,2,1,1,2,1,2,1,1,2,0,2,2,0,1
764,0,2,0,1,0,2,3,1,3,2,2,1,1,2,0,2,2,0,1
765,0,1,0,1,4,0,2,0,1,2,2,1,1,2,0,2,2,0,1
766,0,1,1,0,2,2,2,1,0,2,2,1,1,2,0,2,2,0,1
767,0,0,4,1,1,2,2,0,4,2,1,3,1,0,2,3,1,3,2
768,0,2,1,1,0,2,3,3,3,2,1,3,1,0,2,3,1,3,2
769,1,3,1,1,2,2,1,1,0,1,1,3,1,0,2,3,1,3,2
770,1,0,1,1,0,0,2,1,2,1,1,3,1,0,2,3,1,3,2
771,0,1,2,1,3,2,1,1,1,1,1,3,1,0,2,3,1,3,2
772,0,1,0,1,1,2,0,0,1,2,1,3,1,0,2,3,1,3,2
773,0,0,4,1,1,2,2,0,4,2,0,2,1,0,2,1,1,1,1
774,0,0,1,1,1,2,1,1,1,1,0,2,1,0,2,1,1,1,1
775,0,1,4,1,1,2,3,0,1,2,0,2,1,0,2,1,1,1,1
776,0,2,1,0,1,2,3,0,2,2,0,2,1,0,2,1,1,1,1
777,0,0,0,1,0,2,2,1,0,2,0,2,1,0,2,1,1,1,1
778,0,1,1,1,0,2,1,1,2,1,0,2,1,0,2,1,1,1,1
779,0,2,2,1,0,0,2,0,3,2,3,3,1,1,2,3,0,3,2
780,0,0,1,1,1,0,2,0,2,1,3,3,1,1,2,3,0,3,2
781,1,2,2,1,0,0,2,0,3,2,2,4,1,3,0,2,0,4,2
782,0,2,1,0,0,2,2,1,2,2,2,4,1,3,0,2,0,4,2
783,0,1,1,1,0,2,2,1,1,1,2,4,1,3,0,2,0,4,2
784,1,1,1,1,3,2,1,1,1,1,2,4,1,3,0,2,0,4,2
785,0,0,1,1,3,2,2,1,1,1,2,4,1,3,0,2,0,4,2
786,0,2,1,1,0,2,2,2,1,1,2,4,1,3,0,2,0,4,2
787,0,2,2,1,0,0,2,0,3,2,2,0,1,1,2,2,3,2,2
788,0,0,2,1,3,2,2,0,4,2,2,0,1,1,2,2,3,2,2
789,0,2,2,1,0,2,2,3,2,2,2,0,1,1,2,2,3,2,2
790,0,2,2,1,3,2,2,0,2,2,2,0,1,1,2,2,3,2,2
791,0,1,1,1,0,2,2,2,1,1,2,0,1,1,2,2,3,2,2
792,0,1,0,0,0,2,2,0,3,2,2,0,1,1,2,2,3,2,2
793,0,2,0,1,3,2,2,0,4,2,2,0,1,1,2,2,3,2,2
794,0,2,1,1,3,0,2,0,2,2,2,0,1,1,2,2,3,2,2
795,1,2,2,1,0,0,2,0,3,2,1,1,1,3,2,1,1,1,1
796,0,3,2,1,3,2,2,1,3,2,1,1,1,3,2,1,1,1,1
797,0,2,2,1,0,2,2,1,1,2,1,1,1,3,2,1,1,1,1
798,0,2,1,1,3,0,2,0,2,2,1,1,1,3,2,1,1,1,1
799,0,3,1,1,0,2,3,1,1,2,1,1,1,3,2,1,1,1,1
800,0,2,2,1,0,0,2,0,3,2,1,2,0,1,0,2,0,2,1
801,1,1,1,0,0,0,1,0,1,1,1,2,0,1,0,2,0,2,1
802,0,2,2,1,0,0,2,0,3,2,1,0,1,1,2,0,0,1,2
803,0,1,4,1,3,2,2,2,0,1,1,0,1,1,2,0,0,1,2
804,0,3,4,1,3,2,2,3,0,2,1,0,1,1,2,0,0,1,2
805,1,2,2,1,0,2,1,0,0,2,1,0,1,1,2,0,0,1,2
806,0,0,2,1,0,2,2,1,1,2,1,0,1,1,2,0,0,1,2
807,1,2,4,1,3,2,1,0,3,2,1,0,1,1,2,0,0,1,2
808,0,2,2,1,0,0,2,0,3,2,3,0,1,3,2,3,1,0,2
809,0,0,1,1,2,2,2,1,2,2,3,0,1,3,2,3,1,0,2
810,0,2,0,1,3,2,2,1,3,2,3,0,1,3,2,3,1,0,2
811,0,3,0,1,3,2,1,0,2,2,3,0,1,3,2,3,1,0,2
812,0,2,4,0,1,2,2,0,1,2,3,0,1,3,2,3,1,0,2
813,0,1,1,1,3,0,2,0,1,2,3,0,1,3,2,3,1,0,2
814,0,2,1,0,2,2,2,1,0,2,3,0,1,3,2,3,1,0,2
815,1,1,1,1,0,2,0,0,3,2,3,0,1,3,2,3,1,0,2
816,1,1,0,1,0,2,1,0,0,1,3,0,1,3,2,3,1,0,2
817,1,2,2,1,3,2,3,0,3,2,3,0,1,1,2,1,1,3,2
818,0,1,1,1,0,2,1,0,2,1,3,0,1,1,2,1,1,3,2
819,1,3,1,1,3,2,2,2,1,1,3,0,1,1,2,1,1,3,2
820,0,2,2,1,3,2,3,0,3,2,0,1,1,1,2,2,1,2,1
821,0,2,4,1,3,2,2,0,3,2,0,1,1,1,2,2,1,2,1
822,0,2,2,1,0,2,2,0,1,2,0,1,1,1,2,2,1,2,1
823,0,1,0,1,0,2,2,1,4,2,0,1,1,1,2,2,1,2,1
824,1,3,1,1,0,1,2,0,1,2,0,1,1,1,2,2,1,2,1
825,0,2,0,1,3,2,2,1,0,2,0,1,1,1,2,2,1,2,1
826,0,3,1,1,0,2,3,0,2,2,0,1,1,1,2,2,1,2,1
827,0,2,2,1,3,2,3,0,3,2,2,1,0,2,2,1,1,1,2
828,0,3,4,1,0,2,2,2,1,2,2,1,0,2,2,1,1,1,2
829,0,0,4,1,0,0,2,0,2,2,2,1,0,2,2,1,1,1,2
830,1,3,1,1,3,2,3,0,2,2,2,1,0,2,2,1,1,1,2
831,0,3,1,1,3,0,2,3,3,2,2,1,0,2,2,1,1,1,2
832,0,1,1,1,3,2,0,0,0,2,2,1,0,2,2,1,1,1,2
833,0,1,2,1,1,2,1,0,2,1,2,1,0,2,2,1,1,1,2
834,0,3,4,1,0,2,2,3,2,2,2,1,0,2,2,1,1,1,2
835,0,2,2,1,3,2,3,0,3,2,1,1,0,2,2,2,3,3,2
836,0,1,2,1,0,0,2,0,2,2,1,1,0,2,2,2,3,3,2
837,0,1,2,1,0,0,2,3,0,2,1,1,0,2,2,2,3,3,2
838,0,0,0,1,2,2,2,1,4,2,1,1,0,2,2,2,3,3,2
839,0,2,2,1,3,2,3,0,3,2,3,2,1,0,2,2,3,2,1
840,0,2,1,1,3,1,2,0,1,2,3,2,1,0,2,2,3,2,1
841,0,3,2,1,3,2,2,1,4,2,3,2,1,0,2,2,3,2,1
842,0,0,0,1,3,2,3,0,3,2,3,2,1,0,2,2,3,2,1
843,1,2,1,1,3,2,2,1,1,1,3,2,1,0,2,2,3,2,1
844,0,1,2,1,0,0,2,0,4,2,3,2,1,0,2,2,3,2,1
845,0,2,1,1,0,2,3,0,1,2,3,4,1,0,2,3,0,3,2
846,0,1,1,1,0,2,1,1,0,2,3,4,1,0,2,3,0,3,2
847,1,1,1,1,3,2,2,1,2,1,3,4,1,0,2,3,0,3,2
848,0,2,1,1,0,2,3,0,1,2,3,4,1,0,2,2,0,0,2
849,1,1,4,1,3,2,2,0,3,2,3,4,1,0,2,2,0,0,2
850,0,2,1,1,0,2,3,0,1,2,1,1,1,3,2,1,2,1,2
851,0,2,1,1,3,2,2,0,2,2,1,1,1,3,2,1,2,1,2
852,0,1,0,1,3,2,2,1,3,2,1,1,1,3,2,1,2,1,2
853,1,2,1,0,3,2,2,1,4,2,1,1,1,3,2,1,2,1,2
854,0,1,1,1,0,2,1,0,2,1,1,1,1,3,2,1,2,1,2
855,0,0,1,1,0,2,2,3,0,2,1,1,1,3,2,1,2,1,2
856,0,2,2,1,1,2,2,1,2,2,1,1,1,3,2,1,2,1,2
857,0,2,1,1,0,2,2,1,2,1,1,1,1,3,2,1,2,1,2
858,0,2,1,1,0,2,3,0,1,2,1,4,1,1,2,1,0,3,2
859,0,2,1,1,0,2,3,2,3,2,1,4,1,1,2,1,0,3,2
860,1,3,0,1,0,2,3,1,2,2,1,4,1,1,2,1,0,3,2
861,1,2,1,1,0,2,3,0,1,2,2,1,1,3,2,2,2,1,1
862,1,2,2,1,0,2,2,3,2,2,2,1,1,3,2,2,2,1,1
863,0,2,1,1,0,2,3,0,1,2,0,4,1,0,2,2,1,0,2
864,0,2,1,1,0,2,2,1,1,2,0,4,1,0,2,2,1,0,2
865,0,3,1,1,2,2,2,1,3,2,0,4,1,0,2,2,1,0,2
866,0,3,2,1,0,2,2,0,2,2,0,4,1,0,2,2,1,0,2
867,0,2,2,1,0,2,2,0,2,2,0,4,1,0,2,2,1,0,2
868,0,2,1,1,2,0,2,0,3,2,2,2,1,1,2,2,1,2,1
869,0,2,0,1,3,2,2,1,1,2,2,2,1,1,2,2,1,2,1
870,0,2,4,1,0,2,3,1,2,2,2,2,1,1,2,2,1,2,1
871,0,1,1,1,1,2,3,0,0,1,2,2,1,1,2,2,1,2,1
872,0,0,1,1,2,2,2,1,2,2,2,4,1,0,2,2,3,1,2
873,0,2,1,1,3,2,2,0,1,2,2,4,1,0,2,2,3,1,2
874,0,2,1,1,3,0,2,0,1,2,2,4,1,0,2,2,3,1,2
875,0,3,1,1,1,2,1,1,0,2,2,4,1,0,2,2,3,1,2
876,0,1,0,1,3,2,1,0,2,2,2,4,1,0,2,2,3,1,2
877,0,0,1,1,2,2,2,1,2,2,2,1,1,3,1,2,0,1,2
878,1,3,2,1,3,2,2,0,2,2,2,1,1,3,1,2,0,1,2
879,0,2,4,1,3,2,2,0,3,2,2,1,1,3,1,2,0,1,2
880,0,1,1,1,0,2,2,1,3,2,2,1,1,3,1,2,0,1,2
881,0,2,1,1,3,0,2,0,2,2,2,1,1,3,1,2,0,1,2
882,0,0,1,1,2,2,2,1,2,2,1,4,1,3,2,2,2,0,1
883,0,2,0,0,0,2,1,0,0,2,1,4,1,3,2,2,2,0,1
884,0,2,1,1,2,2,1,0,1,2,1,4,1,3,2,2,2,0,1
885,1,0,1,1,0,2,2,0,1,1,1,4,1,3,2,2,2,0,1
886,0,3,1,0,2,2,2,0,0,2,1,4,1,3,2,2,2,0,1
887,1,2,1,1,3,2,3,0,0,2,1,4,1,3,2,2,2,0,1
888,0,0,1,1,2,2,2,1,2,2,3,1,1,3,1,3,0,1,2
889,1,2,0,1,3,2,1,3,1,2,3,1,1,3,1,3,0,1,2
890,0,3,1,1,0,1,2,0,1,2,3,1,1,3,1,3,0,1,2
891,0,0,2,1,0,0,2,0,3,2,3,1,1,3,1,3,0,1,2
892,0,0,1,1,2,2,2,1,2,2,3,4,1,3,2,3,1,3,2
893,1,3,4,1,0,2,2,2,2,2,3,4,1,3,2,3,1,3,2
894,0,2,0,1,0,2,2,3,2,2,3,4,1,3,2,3,1,3,2
895,1,0,1,1,3,2,1,1,2,1,3,4,1,3,2,3,1,3,2
896,1,0,1,1,2,2,2,1,2,2,3,0,2,4,0,2,3,2,2
897,0,3,3,1,1,2,3,0,3,2,3,0,2,4,0,2,3,2,2
898,0,3,4,1,3,2,3,3,3,2,3,0,2,4,0,2,3,2,2
899,0,0,0,1,1,2,2,1,1,2,3,0,2,4,0,2,3,2,2
900,0,1,3,0,1,0,2,0,2,1,3,0,2,4,0,2,3,2,2
901,0,0,0,1,1,2,1,0,1,1,3,0,2,4,0,2,3,2,2
902,1,2,1,1,2,2,2,1,1,2,1,1,1,0,2,2,1,1,1
903,0,2,1,1,0,0,2,0,0,2,1,1,1,0,2,2,1,1,1
904,0,1,0,1,0,2,2,1,2,2,1,1,1,0,2,2,1,1,1
905,0,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,3,2
906,0,1,2,1,3,2,2,0,2,2,1,1,1,1,2,2,2,3,2
907,0,1,0,1,0,2,2,0,1,1,1,1,1,1,2,2,2,3,2
908,0,1,4,1,0,2,2,0,0,2,1,1,1,1,2,2,2,3,2
909,1,2,0,1,3,2,2,0,4,2,1,1,1,1,2,2,2,3,2
910,1,3,0,1,0,2,2,1,2,2,1,1,1,1,2,2,2,3,2
911,1,2,1,1,2,2,2,1,1,2,2,4,1,0,2,3,0,3,2
912,1,1,1,1,0,2,2,1,1,1,2,4,1,0,2,3,0,3,2
913,0,1,1,1,3,2,2,1,2,1,2,4,1,0,2,3,0,3,2
914,0,2,1,1,2,2,2,1,1,2,3,4,1,1,2,2,0,4,2
915,0,2,1,1,0,0,2,0,0,2,3,4,1,1,2,2,0,4,2
916,0,3,1,1,3,2,1,0,4,2,3,4,1,1,2,2,0,4,2
917,0,3,1,1,0,2,2,0,4,2,3,4,1,1,2,2,0,4,2
918,0,2,1,1,2,2,2,1,1,2,1,4,1,3,2,2,1,2,2
919,1,2,1,1,1,2,3,0,1,2,1,4,1,3,2,2,1,2,2
920,0,2,1,1,0,2,2,0,2,2,1,4,1,3,2,2,1,2,2
921,1,0,1,1,0,2,1,0,2,2,1,4,1,3,2,2,1,2,2
922,0,0,1,1,0,2,2,0,2,2,2,0,1,0,2,2,1,1,2
923,0,0,1,1,0,2,2,0,2,2,3,4,1,0,2,2,0,4,2
924,0,3,4,1,0,2,2,0,2,2,3,4,1,0,2,2,0,4,2
925,0,3,1,1,0,2,1,1,1,2,3,4,1,0,2,2,0,4,2
926,0,2,1,1,0,2,2,1,2,1,3,4,1,0,2,2,0,4,2
927,0,0,1,1,0,2,2,0,2,2,1,2,1,3,2,2,1,3,2
928,0,3,4,1,0,2,2,0,4,2,1,2,1,3,2,2,1,3,2
929,0,2,1,1,1,2,1,0,0,2,1,2,1,3,2,2,1,3,2
930,0,2,1,1,3,2,1,0,1,2,1,2,1,3,2,2,1,3,2
931,1,0,1,1,0,2,2,0,2,2,2,2,1,3,2,2,0,0,2
932,1,0,1,1,0,2,2,0,2,2,1,1,0,1,0,1,0,2,1
933,0,0,4,1,0,0,2,0,2,2,1,1,0,1,0,1,0,2,1
934,0,2,4,0,2,2,3,0,3,2,1,1,0,1,0,1,0,2,1
935,0,3,1,0,3,2,1,0,3,2,1,1,0,1,0,1,0,2,1
936,0,1,1,1,2,2,3,0,0,2,1,1,0,1,0,1,0,2,1
937,0,2,1,0,2,2,2,0,4,2,1,1,0,1,0,1,0,2,1
938,1,2,2,1,3,2,2,0,0,2,1,1,0,1,0,1,0,2,1
939,0,1,4,1,1,0,3,0,3,2,2,0,2,1,0,1,0,1,1
940,0,0,1,0,2,0,1,2,2,2,2,0,2,1,0,1,0,1,1
941,1,1,0,0,0,2,2,0,3,2,2,0,2,1,0,1,0,1,1
942,0,1,0,1,3,2,0,2,2,1,2,0,2,1,0,1,0,1,1
943,0,2,0,2,4,2,2,1,3,2,2,0,2,1,0,1,0,1,1
944,0,1,1,1,3,1,1,3,1,2,2,0,2,1,0,1,0,1,1
945,1,1,4,1,1,0,3,0,3,2,1,1,1,3,2,3,2,4,1
946,0,0,2,1,0,2,1,1,0,2,1,1,1,3,2,3,2,4,1
947,0,2,0,1,0,2,3,1,3,2,1,1,1,3,2,3,2,4,1
948,0,1,4,1,1,2,3,1,1,2,1,1,1,3,2,3,2,4,1
949,1,1,2,1,0,0,2,1,1,2,1,1,1,3,2,3,2,4,1
950,0,2,2,1,3,2,2,0,1,1,3,1,1,2,2,3,0,0,2
951,0,1,1,1,3,0,2,1,0,2,3,1,1,2,2,3,0,0,2
952,0,3,1,1,3,2,2,1,1,2,3,1,1,2,2,3,0,0,2
953,0,3,2,1,3,2,2,0,4,2,3,1,1,2,2,3,0,0,2
954,1,2,2,1,3,2,2,0,1,1,1,1,1,0,0,3,1,2,1
955,0,3,4,1,3,2,3,1,3,2,1,1,1,0,0,3,1,2,1
956,0,2,4,0,2,2,2,0,2,2,1,1,1,0,0,3,1,2,1
957,0,2,4,1,0,2,3,0,3,2,1,1,1,0,0,3,1,2,1
958,0,2,2,1,3,2,2,0,1,1,1,0,1,1,2,2,1,2,1
959,0,3,4,1,0,2,3,0,3,2,1,0,1,1,2,2,1,2,1
960,0,3,1,1,0,2,2,3,2,2,1,0,1,1,2,2,1,2,1
961,0,0,1,1,0,2,2,3,3,2,1,0,1,1,2,2,1,2,1
962,0,2,1,1,3,2,1,1,2,1,1,0,1,1,2,2,1,2,1
963,0,2,2,1,3,2,2,0,1,1,0,1,1,1,2,3,1,2,1
964,0,1,2,1,1,2,2,0,1,2,0,1,1,1,2,3,1,2,1
965,0,2,1,1,2,2,1,0,1,2,0,1,1,1,2,3,1,2,1
966,0,3,1,1,3,2,3,3,3,2,0,1,1,1,2,3,1,2,1
967,0,2,1,1,3,1,2,0,1,2,0,1,1,1,2,3,1,2,1
968,0,2,0,1,0,0,3,0,3,2,0,1,1,1,2,3,1,2,1
969,0,2,4,1,3,2,3,0,1,2,0,1,1,1,2,3,1,2,1
970,0,1,1,2,3,2,2,1,2,2,0,1,1,1,2,3,1,2,1
971,0,2,2,1,3,2,2,0,1,1,1,2,0,0,2,2,0,3,2
972,0,1,0,1,0,2,2,0,4,2,1,2,0,0,2,2,0,3,2
973,0,2,1,1,2,2,1,0,1,2,1,2,0,0,2,2,0,3,2
974,0,1,4,1,1,2,3,0,1,2,1,2,0,0,2,2,0,3,2
975,0,1,0,1,0,2,2,3,3,2,1,2,0,0,2,2,0,3,2
976,1,1,0,1,0,2,2,1,2,2,1,2,0,0,2,2,0,3,2
977,0,1,1,1,1,2,3,0,2,1,1,2,0,0,2,2,0,3,2
978,0,2,0,1,0,2,3,0,4,2,1,2,0,0,2,2,0,3,2
979,0,1,1,1,2,2,3,0,0,2,1,2,0,0,2,2,0,3,2
980,0,3,2,1,0,2,2,0,2,2,1,2,0,0,2,2,0,3,2
981,0,1,1,1,0,0,1,1,1,2,2,0,1,3,2,1,3,1,2
982,0,3,1,1,0,2,3,1,2,2,2,0,1,3,2,1,3,1,2
983,0,1,0,1,1,2,2,0,1,2,2,0,1,3,2,1,3,1,2
984,0,0,0,1,1,2,2,1,2,2,2,0,1,3,2,1,3,1,2
985,0,3,1,1,0,2,3,1,2,1,2,0,1,3,2,1,3,1,2
986,0,3,1,1,1,2,2,1,2,1,2,0,1,3,2,1,3,1,2
987,0,1,1,1,0,0,1,1,1,2,1,0,1,0,2,0,1,4,2
988,1,2,0,1,0,2,2,3,4,2,1,0,1,0,2,0,1,4,2
989,0,1,1,1,1,2,1,1,2,1,1,0,1,0,2,0,1,4,2
990,1,2,4,2,3,2,2,2,1,2,1,0,1,0,2,0,1,4,2
991,0,2,1,1,0,2,3,0,2,2,0,1,1,2,2,2,0,0,2
992,0,1,1,1,1,2,2,1,0,2,0,1,1,2,2,2,0,0,2
993,0,1,2,1,0,2,2,1,2,2,0,1,1,2,2,2,0,0,2
994,0,2,1,1,0,2,3,0,2,2,1,1,1,3,2,1,3,3,2
995,1,1,1,1,0,2,3,1,1,2,1,1,1,3,2,1,3,3,2
996,0,2,2,1,3,2,2,1,4,2,1,1,1,3,2,1,3,3,2
997,1,2,4,1,3,2,2,1,0,2,1,1,1,3,2,1,3,3,2
998,1,2,1,1,0,2,3,0,2,2,2,1,1,1,2,2,1,1,2
999,0,2,1,1,0,2,3,0,2,2,1,1,1,0,0,2,1,1,1
1000,0,1,2,1,0,2,2,1,0,2,1,1,1,0,0,2,1,1,1
1001,0,3,2,1,0,2,2,0,4,2,1,1,1,0,0,2,1,1,1
1002,0,2,1,1,1,2,3,0,3,2,1,1,1,0,0,2,1,1,1
1003,0,0,2,1,0,2,2,0,4,2,2,4,1,3,2,1,1,3,2
1004,0,0,1,1,1,2,2,0,1,2,2,4,1,3,2,1,1,3,2
1005,0,2,1,1,3,2,2,1,0,2,2,4,1,3,2,1,1,3,2
1006,0,0,1,1,3,2,2,0,2,2,2,4,1,3,2,1,1,3,2
1007,0,2,1,1,3,2,2,1,1,2,2,4,1,3,2,1,1,3,2
1008,0,0,2,1,0,2,2,0,4,2,2,4,0,1,2,3,0,1,2
1009,0,0,4,1,3,2,2,1,0,2,2,4,0,1,2,3,0,1,2
1010,0,0,1,1,0,0,2,1,2,1,2,4,0,1,2,3,0,1,2
1011,1,3,1,1,1,2,1,0,0,2,2,4,0,1,2,3,0,1,2
1012,1,2,0,1,0,2,1,0,3,2,2,4,0,1,2,3,0,1,2
1013,0,2,1,1,1,1,2,0,2,2,2,4,0,1,2,3,0,1,2
1014,0,1,1,1,3,0,2,3,0,2,2,4,0,1,2,3,0,1,2
1015,0,0,2,1,0,2,2,0,4,2,2,1,2,3,2,3,1,2,2
1016,0,3,1,0,2,2,2,0,2,2,2,1,2,3,2,3,1,2,2
1017,0,2,2,1,1,2,2,1,4,2,2,1,2,3,2,3,1,2,2
1018,1,2,1,1,3,2,2,2,4,2,2,1,2,3,2,3,1,2,2
1019,0,1,1,1,0,2,1,1,2,1,2,1,2,3,2,3,1,2,2
1020,0,3,2,1,0,2,2,3,2,1,2,1,2,3,2,3,1,2,2
1021,0,0,2,1,0,2,2,0,4,2,3,1,1,2,2,1,1,0,1
1022,0,2,4,1,0,2,3,1,2,2,3,1,1,2,2,1,1,0,1
1023,1,0,1,1,0,0,2,1,2,1,3,1,1,2,2,1,1,0,1
1024,0,0,2,1,0,2,2,0,4,2,1,1,1,1,1,2,0,3,2
1025,1,2,1,1,0,2,3,3,3,2,1,1,1,1,1,2,0,3,2
1026,0,1,4,1,3,0,2,0,0,2,1,1,1,1,1,2,0,3,2
1027,0,1,4,1,1,2,3,1,1,2,1,1,1,1,1,2,0,3,2
1028,0,1,2,1,3,2,2,1,3,2,3,1,0,0,2,2,3,2,2
1029,1,3,1,1,0,2,2,0,0,2,3,1,0,0,2,2,3,2,2
1030,0,0,1,1,0,2,2,0,1,1,3,1,0,0,2,2,3,2,2
1031,1,1,2,1,3,2,2,1,3,2,3,2,1,2,2,2,0,1,1
1032,0,3,4,1,3,2,2,2,3,2,3,2,1,2,2,2,0,1,1
1033,0,3,1,1,3,2,3,0,3,2,3,2,1,2,2,2,0,1,1
1034,0,2,1,1,1,2,3,0,3,2,3,2,1,2,2,2,0,1,1
1035,0,1,2,1,3,2,2,1,3,2,1,2,1,1,2,3,0,1,2
1036,0,3,1,1,1,2,3,0,3,2,1,2,1,1,2,3,0,1,2
1037,1,2,1,1,3,1,2,0,2,2,1,2,1,1,2,3,0,1,2
